name,image,class,class type,subclass,magic,tags,durability,strength,range,arrows,defense,defense_upgrade_lvl1,defense_upgrade_lvl2,defense_upgrade_lvl3,defense_upgrade_lvl4,bonus,description,selling_price,bonus_set,upgrade_1,upgrade_2,upgrade_3,upgrade_4,armor_upgrade,where_to_find,notes
Lightscale Trident,BotW_Lightscale_Trident_Icon.png?version=f7e9bc837a705c21d7a3ecd4eb621701 (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/dRUsnN5Njbsyle3wzMQRWw/1Rwfshs58bGWwcJ8y0-BBdvJyh40w8JeazbhyuZUkO8GDUyMTh_jsCuS4q28U2Hk2W39E7bu2p_kBBCfjmSMWDq4xr6Xnt3grnRI0xR7R7KCidqaJiCDFseMQV734R_qT6be0-I61shzv-6QsWmMgjIrXwicwZGpHfXqwnGV53ASnVLFzLj8PepS2_xAIfBO/iiHguAdQObHV47bdkex6ezDPL6-f5EoE35ZlfEaotcA),Weapon,Spear,Pole-arm,No,,70,22,,,,,,,,,"A spear of peerless grace cherished by the Zora Champion Mipha. Although Mipha specialized in healing abilities, her spearmanship was in a class all its own.",,,,,,,,,
Lizal Spear,BotW_Lizal_Spear_Icon.png?version=4a805eee402e92c8c2bf0f479e206e5d (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/btMLz7yE1ZHh-yWGn7Ek4w/j9AhkrPADJWgoUHXaGtSHrHDg1ZiFULT4uDFh3jUY-V3GE5SxLxOfwva4P8l5czd1Frb3ZdP1Iohc25Y7JgmubLiYCFA4mj4OQfe3ZWpVfUfPdp6-Ea4OSLgxhV6CTS4zySjp1CrWjpdjE_NYZ94jUxAolv8_Y3CrAe7ycbyUcc/kZYJlA60EwMo9_GcGlyUUKgAKZ7veufzLGv2627JNWc),Weapon,Spear,Pole-arm,No,,18,7,,,,,,,,,"Judging by the harpoon-like spearhead of this Lizalfos-made spear, the Lizalfos use it for fishing as well as combat. Try not to get caught on the wrong end of its barbs.",,,,,,,,,
Lynel Spear,BotW_Lynel_Spear_Icon.png?version=44d2b5c8faf1fd8bc873168629bc7751 (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/-1Ifl42r8fQeBhZfs4e85g/J1D_clWJfO8cn2ksLVKJ5zmlDzgQTCp9wxgatZm2UQXZop1lBErFKLmbMULd0AJQrojzQxcVRj_cM755i_POe8wRzj0iSXaKt5JGKPTEI8_8nId6NvOzXIwIvN7NsZLqBN65AlIrffAleI1CsFGQo_LEqmc-lCdqvcePv068GS8/xifnWmeI6lLsLBY1N1n97eil5wonul3M_pIMJ-YPZa4),Weapon,Spear,Pole-arm,No,,25,14,,,,,,,,,"The crescent-shaped spearhead of this Lynel-made weapon gives it poor balance, making it difficult to wield. Lynels, however, can swing it effectively with a single hand.",,,,,,,,,
Moblin Spear,BotW_Moblin_Spear_Icon.png?version=c974c5d2d29e3c826cc381496ab86199 (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/0DSeQGv6pcvxKyo02vE4xw/nZHEkiVty-RGkQHcPlubumktBy8JiVUznGLhjsWpEge_XXs8XuS6jM8FyY1RkHoz81Ywv3jSBfUFXSYTSFno8OBxuYJr3Puh4LVQn_JcOZTKM3K88rInftj9ZGc7uQYcEDIt-iGMpjeQniGIe8D_uuaTBywL0uKoAp1JO8SepfQ/PyaYt-fxfcPu3nW51e5ucqHDJQMmlOn-XPWMao0yAN8),Weapon,Spear,Pole-arm,No,,15,4,,,,,,,,,"This wooden spear is most often used by Moblins. It's made from a hastily whittled tree, so its stabbing power and durability are both pretty low.",,,,,,,,,
Royal Guard's Spear,BotW_Royal_Guard%27s_Spear_Icon.png?version=5be3cb92454b5a03623f9ec9513b7a0b (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/-iRJr0ka64dcdYQUjxz_rw/hOasZGT5tC4q7LJzdrdwk-NIdLpVVxhfImPB_4Z0wciQeCYMcHnDWzSn89GbV6ROuM4hOiedHUl9GXRNpV211cWTx9MXJkDO6AWmbymvo8MrySUzWH6xiGqJNZDwcjur2TrU5uyk_MIuhxw629Plop4s4u-okDGuQduKb1hmlKv7irbYNNCTE3_yGwOrDv9W/KIfZrgtaHqwhDVrZ81GO-MSey3YFE0_M5OREjha3c-E),Weapon,Spear,Pole-arm,No,,15,32,,,,,,,,,"This Sheikah-made spear was created using ancient technology to combat the Calamity. Its attack power is very high, but a critical design flaw left it with poor durability.",,,,,,,,,
Royal Halberd,BotW_Royal_Halberd_Icon.png?version=9149bca31d0e5e8acd1b8bbe035dbdac (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/uo9tvpQVtzfqEdO9tbmGrw/z_2CPjWDEfVsn8wB8PDnYzkSRlkZfRGnI6MNnhj7HvOJL7wMDLHZoBd1suzXrlVNTomVjM7j_V_TMN-WzP9yPjBCx2Pmi8EpR2-UtkZkgQwRbJJSyzus8zysxhnW52Gk0zlUMT0mOVkNawpwRPeA8FF4TRwsghLvWwJKCpT7u4k/7pJ9tsaaE1c6By_ppDG8QtCieq8t3VnL18Qz1_BIz-I),Weapon,Spear,Pole-arm,No,,50,26,,,,,,,,,This spear was issued to the knights who guarded Hyrule Castle's throne room. Its ornate design was applied by a craftsman in service to the royal family.,,,,,,,,,
Rusty Halberd,BotW_Rusty_Halberd_Icon.png?version=86db83551e092c23f4f156433838aa4e (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/eEOPQiNm3VazZbtYBSqOLQ/wkpQXNoc38tvusL_Ey8xJ5KkhxFQrRO1StBGACuvJLCOjnarywPHLlSBm31WENTb-A67hCCStulGl6hCYLwCdlxw6-HHhOK_1FEVzoQi1rEWFesWb3RS7bSwbYVYwza3u4GYnaKiPgqmi4LC8F-JrbLraQ3zPCOzPYRRzVlFoFY/XI3fJ_pf3iTUCIIQE9esG5lvuRa1INgz5-tiu52kY0Y),Weapon,Spear,Pole-arm,No,,15,5,,,,,,,,,"A rusty polearm likely used by knights from an age past. The spearhead is in bad shape due to prolonged exposure to the elements, so its durability is low.",,,,,,,,,
Savage Lynel Spear,BotW_Savage_Lynel_Spear_Icon.png?version=7142e2dd063d69128619f9ce8666bedd (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/n9i_Tk6K-ty-8ABO-hNGmg/981N5Bz-9KE4zhTjTcDygOK4L86mQ73I72AnhaadjXajtCm9YOg__y5xEboLU5zq42saDVr2tM8qFmCcXdUgudYlaWOFZ13i3KKS3oAmoTNgvPK29zk_sWXgOl3nD-RLEVOm2c_BiIAIq6G-tiYAbd0JG-eQS7IQk9b2loEdB_DOJR6GgCXNCEu02Q7GQamS/nOvrHaqXLexTTlVY9Cz5fzzGIxof1vfa2o31M2DcCv0),Weapon,Spear,Pole-arm,No,,45,30,,,,,,,,,White-haired Lynels favor this brutal spear. Its axe-like spearhead and exceptional weight give it absolute destructive power.,,,,,,,,,
Serpentine Spear,BotW_Serpentine_Spear_Icon.png?version=c8d2d524fd505fa2f05bf4d0a81cdf3f (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/RQbJ2MI-perdXndfAjPSXw/9WeWgtu9O7ave8uJXbutlIeVUnfynhKpyJ4wvyzcjy3Ltgq0OSJWhASLeiGGghE_rnjjZ_ab-ztSVSF5eUwnjTbuFvF8Vg-Nvhyx3cD3UjchR8T55_LmPB1mTfuEWNab0_d9ueP_2nOGKkRSmKPMI-D67mQi7VDNW9KUyTR4NYrcaY8L0eKg1535y7PeIhSG/fIcqWlBzCloq3KIdX8b9dFvOTxMq7I5qYAMFOJfhxYY),Weapon,Spear,Pole-arm,No,,35,12,,,,,,,,,The spearhead of this weapon is uniquely Sheikah in design. Spear masters of the Sheikah tribe can use the crescent shape to snag their opponents and deliver brutal cuts.,,,,,,,,,
Silverscale Spear,BotW_Silverscale_Spear_Icon.png?version=23e2d909daa0b06c6bc558426597e7f2 (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/qwKVhC41lQhbVVjx9V7pLA/MQj6GRtbgwDA9ftbFNUGiYcZ2uTLUvNryn9lO4jtS1AsmSoqw0w-busfRvJ-Y6fJIVxmgRHu4f3C5J2o8Lu560DoMUW3ZGMFjF3c7qPP6XtVGLbCiKviRkS6TvP3qi6573wxhYwVo-PvDYQNufpdqYSr9FoG8tJOr6jX3CvsPVCSq2a2rH-SI3ILs_ruLq_G/h2l47sR7ANsSDa1DebgjG0_wmV6Wwlw_vAarFuPKXKE),Weapon,Spear,Pole-arm,No,,40,12,,,,,,,,,The most skilled Zora fighters wield this spear. Its beautiful fish-tail design belies its impressive strength; the spearhead can pierce even the toughest scales.,,,,,,,,,
Soldier's Spear,BotW_Soldier%27s_Spear_Icon.png?version=a45b712c01a18045b1a422b1ed4af673 (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/TujJCqljf8hvAkX8ShpUKQ/wWeLgZ1de07UYmZ_WfmMHfpR_SQlDg6Dy5m232ORYF5TYPJNQtz3wHeZFS0ZUz3Xq_S5vXkX8n9aiH3W--z8g_KANkZ9TpPBnuJFN9eR_YQFI6Se3PNSFcmJlgKCZUdMXz5sqWsnJNZ51CQjVja7dA_vBTYjifbmp066BPSGn5j0c-gepLC2CoEFXaK1caoH/7oMMPV6JDZwoRFb3C4WpK_Jo_B7wh1r24VZocnbqYLY),Weapon,Spear,Pole-arm,No,,35,7,,,,,,,,,A long spear once used by the guards of Hyrule Castle. Easy to use but difficult to master. The iron tip is very sturdy and the shaft will not burn when exposed to flame.,,,,,,,,,
Spiked Boko Spear,BotW_Spiked_Boko_Spear_Icon.png?version=aa8430dfae4bb82b74c115df9fba3cba (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/Nv-105XHtRY8yTsUPFQdaA/WzQqknpYFZJcgObvnlcuwdwUTdyFfKX3V8DGiAIqhngNL8YGGB25B_gRuxgI7qEGpj4BgpqqPnwm9qN-OYdeXq2E8YrYNLupoIifrtfJyZK6EnY1YgH7USJzWhRh9PkFvtLH5wbA1C531hR9SSICUn7b8o65Vj-7KOSBvrTFvRfelL1jHUsWqyYhZO3AtYlE/FK5q_bgoWZvPDBzRG4nCaZvNhyW-DWtk4ZEQe3hV7hg),Weapon,Spear,Pole-arm,No,,15,6,,,,,,,,,"A Boko spear enhanced with sharpened animal bones. It's light, easy to use, and deals a decent amount of damage.",,,,,,,,,
Spiked Moblin Spear,BotW_Spiked_Moblin_Spear_Icon.png?version=16319dc9e45ab5a7af8c480571e4b240 (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/gan5C-Hh6hoDJ59ARtgz7g/dfX_AXC6-lNL_EEe9R2CxzSurYL1ub9n3HgdwkACIUaMDnio6rokT2vQJcASDUfqrHSitTCioym_hauQNAn3QgFhxgBGnFmrlEqKJucSP0vfbQE6VXeA577PlXXBuKpeU7ZbXRUsnRr6GjGSJDc3I2IR5HOJywcGZ3AuTpU79X_qGt1BL9Z3EHfTjkSSVq4Q/hlAP3ypagoVCDInHW7jB4lx9yLLLrOQmRkROFJ_cdB0),Weapon,Spear,Pole-arm,No,,20,9,,,,,,,,,"This Moblin-made spear uses a horned animal bone as the spearhead. Like many Moblin weapons it's sloppily made, but this one packs some respectable piercing power.",,,,,,,,,
Throwing Spear,BotW_Throwing_Spear_Icon.png?version=1d354367e86cf1951fb45bedcaa464d0 (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/5BiAxgb1oeuGa_1uAu1agA/OmTyD8KCPp1IdhBSYyW1ZBMJMRvtFWVVxEUYOtpI2n1sDIjvcmgpS32bEK1QkLm245R9Qa_oygHSlQ1dC-lNocBjQ09HwBx82gpUPCmk_oGkNYOMm6vdky1Id1o3ZEpRk7RrokolQca2CeGuP4UJHOdJbomU0GvLxZAH9iUlhbw/YZpHlE4H5eqpiCiYdJGMExa6IB5FDfIWxR_1icA5VpE),Weapon,Spear,Pole-arm,No,,20,6,,,,,,,,,"A specialized spear weighted to excel as a throwing weapon. It's perfectly balanced to be thrown farther than your average spear, able to pierce targets from a great distance.",,,,,,,,,
Thunderspear,BotW_Thunderspear_Icon.png?version=5079309fd47df855d804e14fc7912273 (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/6fm_WQzrljqmW16kru0hcA/oZzYYMCm-1QjTdiYw9tyiTrUt_t4j-VYe_6-gr40sf-8C1iYtRWn30JtdABnHsw021aJyWeDOuxhFaDlf_-S_ffPy69ToTC2zcsOS-Uxe74kP-tl-hGhR76FyvpGTRvFUhWuhq1T00QyApyKlYeUNtTh8plsdggxNubRYNvcicM/Zc4adNbL7YB6kwNSjzN1GIvw7zeOAP1leG36B7QHuwU),Weapon,Spear,Pole-arm,Yes,,50,22,,,,,,,,,A magical spear that contains thunder from Thundra Plateau in its tip. Attack when the blade glows with a golden light to unleash an electrical attack.,,,,,,,,,
Traveler's Spear,BotW_Traveler%27s_Spear_Icon.png?version=71f570c28d0ec5de833a983cc753c16d (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/2g28XbI-Z3SBy6Bhy3fGrQ/8senuFJ4x37UURduc5CfWgjHkeOylLJG7JNoe38-98w9nc5YPL97I6DAGwAPhxSFCM7YUJmviOAfRlDtLPsNZvxaxhlBx9I5hHBuqRWIWp38-cqIafyTE__mImhFcWENnZFO2WREfNnaWalLU4Xjav4vgD3fcUgB-lVQfYfQT4TrO3FQ1GuVg8h8USKRu6-v/UEjPq0-L1BJ_4T6v6FPXqLBwrZyDKc_At7fE6Ea_AKw),Weapon,Spear,Pole-arm,No,,30,3,,,,,,,,,A spear used mainly by travelers to fend off wolves and other beasts. It's easy to hold and simple to use.,,,,,,,,,
Wooden Mop,BotW_Wooden_Mop_Icon.png?version=b50733776ce4a935ea09b8405d358d6f (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/uALW4lErDoPs3CC1wTxfJQ/B5B4CVUgctOrUQyK0CJOnXe6dM62lrEF5Sr2MvgNqIETTPF1vMt7Wxd5rr2fLrpxL6CZBSNUxE9VjptVPiZ7vnwwhWa3IRz5UpK5hW6cIqgqx1en1sgUFlULZBmecONxUsZyqr_mtpboq1jq6V0HurRYkJfjTcG8VJ3r2M1uVSw/uj3hZ9ACOsGYilsRPok0ymDk0nPk_QDml8K0g6i71SE),Weapon,Improvised,Pole-arm,No,,8,5,,,,,,,,,"Just a mop to the untrained eye, it excels at tidying up the place. But it owes its sturdy construction to a true craftsman, so it actually has some combat merit.",,,,,,,,,
Zora Spear,BotW_Zora_Spear_Icon.png?version=b79be5beab19680000c1a40ee6f2cd27 (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/a2kG_-QSZHwfLkXombw96w/9f3rP2HMecxEWbve4Y4cIm5Rys3XPBee1XAHharAWiq1mM_gDPCH4WzQRdCleHiAn5PhcQU4n69M4oDzdwx65TMrXMMjyoYFE3DdKcvAVNN2_8MZXvqEhUUAbm7oUz_E0VsoaI-mHP3rhRRr21UMlkSTgf2dOs3FL49F3R-BcX4/SqCuyfjd5kgnVfaa2fdE6--VjValDI1-Zz-jQzQsR7M),Weapon,Spear,Pole-arm,No,,40,9,,,,,,,,,This spear is a Zora's weapon of choice. It's lighter than it looks due to being made from a special metal and is used by the Zora for both fishing and protecting their domain.,,,,,,,,,
Ancient Shield,BotW_Ancient_Shield_Icon.png?version=bfdec23c13187670eb30af1e5f2e46ef (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/ExerHXmgIoe-IkFWtzznkg/oLDvJ0QV3euyRJoiqGsZ7uBkpnoQgIUBVspLnmBHXQlqYd9GPmQP-4D9CSqvOrOJjipxMXeDi3m4uf4HiaGKIjewVztMCOewvxLpa04WU3PHJSiA2eiDJ7e_Rqu8-ScMvdBIC3DxTb2dvjtGYyNONtnxypznL6eqfI3FxL4cgKg/RdaRgQbVxGbdthpJadli0YL2QYc-nLZSdY1uUfgzwhk),Shield,Shield,,,,32,70,,,,,,,,,This shield was made using ancient Sheikah technology. Its surface glows blue when raised in defense. Enhanced functionality allows it to deflect Guardian beams.,,,,,,,,,
Boko Shield,BotW_Boko_Shield_Icon.png?version=420d4a6b0684e20a4a775eb6b8fcbf0d (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/kUJ1MGnBnPDbNmclJI0JJw/495iX-nu7AYPa8nHeai2p7GxtIlsmKMJ9IhNoEuPN8kH5gAHyAscwtL2vF2OCJU82CgHIeoupmbF-NUlNGHl6GKYnrXb403EYHZNpUxwyAAbXfFjssEtWF4D5JYqp_sIFgbABWbdY-kSYFH-39axxmu37FCbEv_7NMAa3BwFKtc/3tAqqAeTA-PJcdJJ28Xv-Zpt5hFhdWN0d-KFo8iQYkw),Shield,Shield,,,,5,3,,,,,,,,,"A Bokoblin-made shield created by attaching a handhold to any flat tree bark picked up off the ground. It's pretty shoddy, so don't expect it to last very long.",,,,,,,,,
Daybreaker,BotW_Daybreaker_Icon.png?version=6627bfcd2ee21641d863d8dcaf902f86 (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/5C6cYPMZ17CjzcyiwX6LnQ/kMwRvWU5Y4j0Jyk-kHAMOVy5Js6yE05dhiSOYe8AU1bjE7DwtfxcOypYH6gMCu8pM296Kazw7ZjLVZigRsCdFjZmxDa2a15xatje9mWQ-0OfHzT1ajq_8sXDx0t5xH3no8EoRqCM5SKeNZjbtJGsrl4ky5sy6SsHZmddDQZQoMc/YDqvSl8rm3qW4iGA-qBL8QDscRNBqYL-AdRhKLJVxbM),Shield,Shield,,,,60,48,,,,,,,,,This shield was cherished by the Gerudo Champion Urbosa. The gold used to make it was handpicked to ensure a design that is both lightweight and very durable.,,,,,,,,,
Dragonbone Boko Shield,BotW_Dragonbone_Boko_Shield_Icon.png?version=71eaa44fe227f2e0a50d6ec53231715e (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/SAuSU6Gd5HCb5dh_ZBOp2g/qJnTjX6PrY3gccmfehJdayERx7ZoKG5HeDZEuXvRbeRql9fUU1Otcjws2onachqEmyboKZR-puO0UMWRuAWxXP_06DrMN8_MXfhuG0xtn8h6atkEJg1ibgbKn53HFiQjS_qdSfHVPlzzAR9ILodRTrLJwYU8xiSH8kXJyqsJK7p5iv2mNqgLm5tsUx4Uif4q/J303H6n2cBvNAd6gGUNWgfYgna2gbk8yw6Szj8T4BjA),Shield,Shield,,,,8,25,,,,,,,,,"This Boko shield is reinforced with fossilized bone. Its defensive capabilities are respectable, but its predictably slipshod craftsmanship spells low disability.",,,,,,,,,
Emblazoned Shield,BotW_Emblazoned_Shield_Icon.png?version=e4e53abb37c97cb1cfea7ef8b8c2cf72 (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/KkG4_LeNeL6Z9BmiqcMRhA/oMneOmuIfASWx99VOjEWF2nxBdXm3sLZ2QFOYP66ensV__nwDYijMM8vPEX2cZwx8s3X52Ts0XhJCW7GOWeYHznd6Fzh6XqQyVDK3tSx_3CDTBAYzkYa8MT3UAW-_s7O7WhbZsdmnSJuyw1HjrSrzdzIeTukD28-WbztWBHXGsqdNw6f8tmJG5Jg6w_7yssv/WQKR4HCy-DHpRy71IH2pFvKFrdBwr-dXA4yXJHikVd8),Shield,Shield,,,,12,3,,,,,,,,,"This shield features a traditional design from Necluda. Its combat capabilities aren't much better than the standard wooden shield, but it found popularity for its design.",,,,,,,,,
Fisherman's Shield,BotW_Fisherman%27s_Shield_Icon.png?version=bb5e5e12c27a041e6c8dab7f15d9202d (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/9xQuVy3LwMNfEMBzlV9O3w/VvxfJCvZI1IF1qvV4bNZ2okXdXYPdZuPb6mzZJcALo034f8m3YpaoHDR7irYhuad7UdA1x582t6MxrxsB2akb7bWn6Zb6OFAQOCyK9R8K5n28CjeznAqYkiKXbLUauMW6MoFAQJSdN0RtO6bSx1IxB8u8wxDrYFj8uYshMY-pDJ2JstOOes5OyEX0ZVLEiaY/wBgDhfi91dWp3ZJs-fqjk0V55n5PJKgt5dax8xw9Oh8),Shield,Shield,,,,10,3,,,,,,,,,"Often carried by fishermen for its fish design, which represents hope for a great catch. Its light wooden structure makes it convenient to take on a boat.",,,,,,,,,
Forest Dweller's Shield,BotW_Forest_Dweller%27s_Shield_Icon.png?version=7d1a30ec971c7e5c0b81cbfe709d5f8a (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/dvUkcEB6wEHMKM-uElLOYA/m2XZb2aa-tgEiDj1bM37uFuNpg-IfbGgwguey1uOVUhk1mqz0sVM7KCw5KNkumABfmwwrmcawaxFBOfyJis1uz872wf3zNipY_sMiCMcFEKUxRmRO6W-7WcqBTPupgvai3ou-r34MPgwq7bxCCeqAVqhPphRbLzvDEKOy4D4Vzjx0aO7e8uC-wxmZUGL0J29/AQ3Q7unSZvTZ-M4q2NcW-thhDMuBnNMG6rUX2wChnyU),Shield,Shield,,,,18,30,,,,,,,,,"The Koroks made this shield specifically for Hylians. It's made from the finest hard wood of trees that grow only in the Korok forest, so it's sturdier than it looks.",,,,,,,,,
Gerudo Shield,BotW_Gerudo_Shield_Icon.png?version=545999dd84b5ecada4fcfd37e4c7eccd (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/wZuebEBLpssxYCBA4ahE-w/vNEd1dKHCLBJEsftrk8zOvdMRd-8R4j8shoml5AxZZjzMjARiQ0__2ktIYVAx2YhbFus_p4fOdOThiiLQXUwjER2lidv5kc6--_xQT8-gnnqurEp4vwuzdvdHZsqJ8cEJ3thHoyMiCsuaMr7V7OSQPsFyqCWpCy_63hqoCxiM3U/IrqUvJqfxZpez3lesHeNn3IjF07tm_ldj-UvliK2BNE),Shield,Shield,,,,20,20,,,,,,,,,The design of this metal shield has changed over time to match the Gerudo's sword-and-shield fighting style. It's favored by soldiers and travelers alike.,,,,,,,,,
Guardian Shield,BotW_Guardian_Shield_Icon.png?version=e2c0c40e88fcd64c649a4282c2e17215 (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/Wvoo0PyQId9HWFVgs6Boog/bL_Wo9zKkLd5jGX__AteqbcTlS9wBzWtPeZHcjw7-eX8iVWltNNbHSEjRCXen_-jYzmcNDsYQ6mzwhNOugKA5WDdO4aMEBFl7Q0N9Iu7_9Go993mohqIjkzVLLq1rdJnFhzmwJAEeMj5ujIF-k3oykfeOBK_uq23wR5uAW_etz4/e_VjGJiZ3Y_lIj48nzBtTenVZp5vYCexWeVVn7S7s1A),Shield,Shield,,,,10,18,,,,,,,,,A shield made with ancient Sheikah technology. It can deflect a Guardian Scout's beam.,,,,,,,,,
Guardian Shield+,BotW_Guardian_Shield%EF%BC%8B_Icon.png?version=42d0b804bf6015dc34c8c8d02fce2cd2 (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/sZPeI_OcNm3ss8qk2V72AQ/XBgsoRskw_npUVv3yyimnG1PUzq4APqAFWQjVdhoybS0_5U0soVEZlULLhoXNhX8TA5vHix-fvvHeIiKoHbu-PPTk4S6LRdF2VMxumFZvmgi4XVe8yuw7cMjHto4uwspBPYUwoNS0SKtZpdEWYgEy3ca3suFnwpx_z_DqGn-To5gJRg-FBXAP5KpyaIhUhbQ/UUnWk3cTMsMp5LdhLhw1q40D32ga_QZnz8V84Xzakmc),Shield,Shield,,,,13,30,,,,,,,,,The larger version of a Guardian shield has had its output level boosted. Its defensive capabilities are comparable to those of a metal shield's.,,,,,,,,,
Guardian Shield++,BotW_Guardian_Shield%EF%BC%8B%EF%BC%8B_Icon.png?version=cca8a9b93260949585185aba4981b6a5 (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/6HEbIrqmSf6mnMBERnj5nQ/YY8X1rpydJMgA1SxHW1CqVAPApYspettcgLPtZdB2eQJBv_nOf21uewD-jAleeCGM-1rkQtAPg1exdy07BWLbqm3y-qEioffpuS5PKnbr_Nbu8WtK8mMmql5lL1xSMc8RJqdYL6cO78d_ujq8cTJBQv1eIxJgO2tFHaSWgQD9T4ZidpOO17l2tEco3BrBiDPnjy0w3TBxyDR0HYgc0tOHg/dfkE7DfnzQoTeffWS7Iu76X8IjZ14JEG8kdrHNZskac),Shield,Shield,,,,20,42,,,,,,,,,"The output level of this shield has been boosted to maximum. Its combat capabilities surpass those of metallic shields, and it can deflect Guardian Scout beams.",,,,,,,,,
Hero's Shield,BotW_Hero%27s_Shield_Icon.png?version=befd7c737a41c9ff0c8d122666ebaa2d (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/HZlWh0qpycpEaUJT2E2vHw/NeRzpJ_lgteuHBmYKKMY-m0xZWAQV2gYykRdngfCfHgUfO9WeBe5sI0tz1Ok6JS6b9NIzk6fsYqmeprgEAGeYfce7M6ghd56Y0tjlVcnNfB9w8ODsxWBdy0xpttps2VCXzm6wqqZ1GTcj3HPhMAAvCUd0kdQs911NniNB1BeHu8/768IFXxG6vFqgC33Icrhehe6mNhzUlxG8ZHQdp-BX6g),Shield,Shield,,,,90,65,,,,,,,,,"A shield said to have been the favorite of a hero who traveled the open seas. It was apparently a family heirloom, passed down through many generations.",,,,,,,,,
Hunter's Shield,BotW_Hunter%27s_Shield_Icon.png?version=dfb172de98af60dd1aae9f1f51b471ad (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/EXrcK6HFQc4H4229QkDVQw/104CPRjQfiYcMVLdf_-4ewucLIzgKn_223cnFydntJYooMJYLj9jr-t8zl-6KidxwfI2sx943dQvC4ufTGRpgurHki3eeVjRRdaTfCchSQ-QGO9LOYsFYKorbJmuhfES5fCbFaU9SCVtLhmDagrxPqQWCfc0kFv77thC_EbrFghNXkDoVbwLJIK_imj5kFA9/BHjvF52W4fP5XKg8VFOGJt4NkNDUx-Qdc7D5kwP_iLg),Shield,Shield,,,,10,3,,,,,,,,,"Favored by hunters for its rabbit design, which is said to bring luck on hunts. It's easy to use, but its durability leaves something to be desired.",,,,,,,,,
Hylian Shield,BotW_Hylian_Shield_Icon.png?version=e4ab31790f99be88d0c81eecbf525052 (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/1ygdaPRn9RvzZ_Ti0APoTw/Q89-BAp8aij-YFszmwRGkjyjw_sCIpY9mDN5WplT2dSzMVNyX0e6yfWhMZ0fuo8E1zUHCLEdap_cR5G110bVRVHUSZzTR7f075LGPkKHSqz5-W4jDourqr8CFFD5PDEQnCWgoQmzA2zu6G1ROXlrP_5-uVxemyLBqUAsiNT_Fm4/r25in9FIzBjDdByCbv9j4N65GvYt3BVxkKNXXSTRy68),Shield,Shield,,,,800,90,,,,,,,,,"A shield passed down through the Hyrulean royal family, along with the legend of the hero who wielded it. Its defensive capabilities and durability outshine all other shields.",,,,,,,,,
Kite Shield,BotW_Kite_Shield_Icon.png?version=7bb524c8bd220c83e9165e16082c8326 (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/PDU8rmXbau9hAMHkE2J7gw/h_mXrfIZx_9z02QUjaIEhcrv2cfxp4JdUSmWNldu_sVabc9bhRfMGO7oIMreuDrCrZSg0jeD4AaBOYEhElzsHfVXqkShogilCY8HTSAISxjSUqNba71E0Ht-uGxP_gCX6pFZTYngyskt1TvZIiVpKGFYEh56mNJZXVhG6LJP5Mk/mx5OQiDhgjn5vaxwZmENcwfsevz3qQthYI1mLARqGUU),Shield,Shield,,,,16,14,,,,,,,,,Rito warriors cherish this shield. Its unique shape is designed with mid-battle flight in mind to facilitate aerial combat.,,,,,,,,,
