Recipe Name,Class,Category,Heart Recovery,Bonus 1,Bonus 2,Buff Effect,Item Description,All Ingredients,Ingredient
Toasty Sunshroom,Other Recipes,Roasted,0.75,Health,None,None,It's always a good idea to keep a fully roasted sunshroom or two on hand just in case. Eat it to recover a bit of health.,Sunshroom,Sunshroom
Toasty Zapshroom,Other Recipes,Roasted,0.75,Health,None,None,It's not very shocking that this fully roasted zapshroom is delicious. Eat it to recover a bit of health.,Zapshroom,Zapshroom
Tough Elixir,Other Recipes,Elixir,0,Defense,None,Tough,"Grants a X-level toughness effect, which fortifies your bones to strengthen your defense. Best to use before facing off against hard-hitting enemies.",Rugged Rhino Beetle,Rugged Rhino Beetle
Tough Meat-Stuffed Pumpkin,Meat,Cooked,1,Defense,None,None,"Grants a low-level defense boost. This hollow, meat-filled fortified pumpkin is a local specialty or Kakariko Village.","Fortified Pumpkin, Raw Bird Thigh, Raw Bird Drumstick, Raw Gourmet Meat, Raw Meat, Raw Prime Meat, Raw Whole Bird",Fortified Pumpkin
Tough Meat-Stuffed Pumpkin,Meat,Cooked,1,Defense,None,None,"Grants a low-level defense boost. This hollow, meat-filled fortified pumpkin is a local specialty or Kakariko Village.","Fortified Pumpkin, Raw Bird Thigh, Raw Bird Drumstick, Raw Gourmet Meat, Raw Meat, Raw Prime Meat, Raw Whole Bird", Raw Bird Thigh
Tough Meat-Stuffed Pumpkin,Meat,Cooked,1,Defense,None,None,"Grants a low-level defense boost. This hollow, meat-filled fortified pumpkin is a local specialty or Kakariko Village.","Fortified Pumpkin, Raw Bird Thigh, Raw Bird Drumstick, Raw Gourmet Meat, Raw Meat, Raw Prime Meat, Raw Whole Bird", Raw Bird Drumstick
Tough Meat-Stuffed Pumpkin,Meat,Cooked,1,Defense,None,None,"Grants a low-level defense boost. This hollow, meat-filled fortified pumpkin is a local specialty or Kakariko Village.","Fortified Pumpkin, Raw Bird Thigh, Raw Bird Drumstick, Raw Gourmet Meat, Raw Meat, Raw Prime Meat, Raw Whole Bird", Raw Gourmet Meat
Tough Meat-Stuffed Pumpkin,Meat,Cooked,1,Defense,None,None,"Grants a low-level defense boost. This hollow, meat-filled fortified pumpkin is a local specialty or Kakariko Village.","Fortified Pumpkin, Raw Bird Thigh, Raw Bird Drumstick, Raw Gourmet Meat, Raw Meat, Raw Prime Meat, Raw Whole Bird", Raw Meat
Tough Meat-Stuffed Pumpkin,Meat,Cooked,1,Defense,None,None,"Grants a low-level defense boost. This hollow, meat-filled fortified pumpkin is a local specialty or Kakariko Village.","Fortified Pumpkin, Raw Bird Thigh, Raw Bird Drumstick, Raw Gourmet Meat, Raw Meat, Raw Prime Meat, Raw Whole Bird", Raw Prime Meat
Tough Meat-Stuffed Pumpkin,Meat,Cooked,1,Defense,None,None,"Grants a low-level defense boost. This hollow, meat-filled fortified pumpkin is a local specialty or Kakariko Village.","Fortified Pumpkin, Raw Bird Thigh, Raw Bird Drumstick, Raw Gourmet Meat, Raw Meat, Raw Prime Meat, Raw Whole Bird", Raw Whole Bird
Vegetable Curry,Vegetables,Cooked,3,Stamina,Defense or Speed,None,This healthy curry is popular for its mild flavor and moderate spiciness.,"Hylian Rice, Goron Spice, Swift Carrot, Endura Carrot, Fortified Pumpkin",Hylian Rice
Vegetable Curry,Vegetables,Cooked,3,Stamina,Defense or Speed,None,This healthy curry is popular for its mild flavor and moderate spiciness.,"Hylian Rice, Goron Spice, Swift Carrot, Endura Carrot, Fortified Pumpkin", Goron Spice
Vegetable Curry,Vegetables,Cooked,3,Stamina,Defense or Speed,None,This healthy curry is popular for its mild flavor and moderate spiciness.,"Hylian Rice, Goron Spice, Swift Carrot, Endura Carrot, Fortified Pumpkin", Swift Carrot
Vegetable Curry,Vegetables,Cooked,3,Stamina,Defense or Speed,None,This healthy curry is popular for its mild flavor and moderate spiciness.,"Hylian Rice, Goron Spice, Swift Carrot, Endura Carrot, Fortified Pumpkin", Endura Carrot
Vegetable Curry,Vegetables,Cooked,3,Stamina,Defense or Speed,None,This healthy curry is popular for its mild flavor and moderate spiciness.,"Hylian Rice, Goron Spice, Swift Carrot, Endura Carrot, Fortified Pumpkin", Fortified Pumpkin
Vegetable Omelet,Vegetables,Cooked,4,None,None,None,This home-style dish mixes fluffy eggs with chopped vegetables for nutritional balance.,"Any Vegetable, Any Flower or Herb, Bird Egg, Goat Butter, Rock Salt",Any Vegetable
Vegetable Omelet,Vegetables,Cooked,4,None,None,None,This home-style dish mixes fluffy eggs with chopped vegetables for nutritional balance.,"Any Vegetable, Any Flower or Herb, Bird Egg, Goat Butter, Rock Salt", Any Flower or Herb
Vegetable Omelet,Vegetables,Cooked,4,None,None,None,This home-style dish mixes fluffy eggs with chopped vegetables for nutritional balance.,"Any Vegetable, Any Flower or Herb, Bird Egg, Goat Butter, Rock Salt", Bird Egg
Vegetable Omelet,Vegetables,Cooked,4,None,None,None,This home-style dish mixes fluffy eggs with chopped vegetables for nutritional balance.,"Any Vegetable, Any Flower or Herb, Bird Egg, Goat Butter, Rock Salt", Goat Butter
Vegetable Omelet,Vegetables,Cooked,4,None,None,None,This home-style dish mixes fluffy eggs with chopped vegetables for nutritional balance.,"Any Vegetable, Any Flower or Herb, Bird Egg, Goat Butter, Rock Salt", Rock Salt
Vegetable Risotto,Vegetables,Cooked,3,Stamina,Defense or Speed,None,The sweetness of the ingredients gives this risotto a mild flavor.,"Hylian Rice, Goat Butter, Rock Salt, Fortified Pumpkin, Swift Carrot, Endura Carrot",Hylian Rice
Vegetable Risotto,Vegetables,Cooked,3,Stamina,Defense or Speed,None,The sweetness of the ingredients gives this risotto a mild flavor.,"Hylian Rice, Goat Butter, Rock Salt, Fortified Pumpkin, Swift Carrot, Endura Carrot", Goat Butter
Vegetable Risotto,Vegetables,Cooked,3,Stamina,Defense or Speed,None,The sweetness of the ingredients gives this risotto a mild flavor.,"Hylian Rice, Goat Butter, Rock Salt, Fortified Pumpkin, Swift Carrot, Endura Carrot", Rock Salt
Vegetable Risotto,Vegetables,Cooked,3,Stamina,Defense or Speed,None,The sweetness of the ingredients gives this risotto a mild flavor.,"Hylian Rice, Goat Butter, Rock Salt, Fortified Pumpkin, Swift Carrot, Endura Carrot", Fortified Pumpkin
Vegetable Risotto,Vegetables,Cooked,3,Stamina,Defense or Speed,None,The sweetness of the ingredients gives this risotto a mild flavor.,"Hylian Rice, Goat Butter, Rock Salt, Fortified Pumpkin, Swift Carrot, Endura Carrot", Swift Carrot
Vegetable Risotto,Vegetables,Cooked,3,Stamina,Defense or Speed,None,The sweetness of the ingredients gives this risotto a mild flavor.,"Hylian Rice, Goat Butter, Rock Salt, Fortified Pumpkin, Swift Carrot, Endura Carrot", Endura Carrot
Veggie Cream Soup,Vegetables,Cooked,2,Stamina,Defense or Speed,None,This creamy soup showcases the sweetness of vegetables in a veritable taste explosion.,"Fresh Milk, Rock Salt, Fortified Pumpkin, Swift Carrot, Endura Carrot",Fresh Milk
Veggie Cream Soup,Vegetables,Cooked,2,Stamina,Defense or Speed,None,This creamy soup showcases the sweetness of vegetables in a veritable taste explosion.,"Fresh Milk, Rock Salt, Fortified Pumpkin, Swift Carrot, Endura Carrot", Rock Salt
Veggie Cream Soup,Vegetables,Cooked,2,Stamina,Defense or Speed,None,This creamy soup showcases the sweetness of vegetables in a veritable taste explosion.,"Fresh Milk, Rock Salt, Fortified Pumpkin, Swift Carrot, Endura Carrot", Fortified Pumpkin
Veggie Cream Soup,Vegetables,Cooked,2,Stamina,Defense or Speed,None,This creamy soup showcases the sweetness of vegetables in a veritable taste explosion.,"Fresh Milk, Rock Salt, Fortified Pumpkin, Swift Carrot, Endura Carrot", Swift Carrot
Veggie Cream Soup,Vegetables,Cooked,2,Stamina,Defense or Speed,None,This creamy soup showcases the sweetness of vegetables in a veritable taste explosion.,"Fresh Milk, Rock Salt, Fortified Pumpkin, Swift Carrot, Endura Carrot", Endura Carrot
Veggie Rice Balls,Vegetables,Cooked,4,None,None,None,This home-style dish of Kakariko Village is stuffed with the bounty of the mountains.,"Any Vegetable, Any Flower or Herb, Hylian Rice",Any Vegetable
Veggie Rice Balls,Vegetables,Cooked,4,None,None,None,This home-style dish of Kakariko Village is stuffed with the bounty of the mountains.,"Any Vegetable, Any Flower or Herb, Hylian Rice", Any Flower or Herb
Veggie Rice Balls,Vegetables,Cooked,4,None,None,None,This home-style dish of Kakariko Village is stuffed with the bounty of the mountains.,"Any Vegetable, Any Flower or Herb, Hylian Rice", Hylian Rice
Warm Milk,Other Recipes,Cooked,2.5,None,None,None,Make this by heating up some milk. Drink it before bed to ensure a good night's sleep.,Fresh Milk,Fresh Milk
Wheat Bread,Other Recipes,Cooked,1,None,None,None,"Made with wheat from the Tabantha region, this soft, springy bread smells just heavenly.","Tabantha Wheat, Rock Salt",Tabantha Wheat
Wheat Bread,Other Recipes,Cooked,1,None,None,None,"Made with wheat from the Tabantha region, this soft, springy bread smells just heavenly.","Tabantha Wheat, Rock Salt", Rock Salt
Wildberry Crepe,Other Recipes,Cooked,10,None,None,None,"Sweet, tart wildberries are folded into thin, springy dough to make this dessert.","Wildberry, Fresh Milk, Cane Sugar, Tabantha Wheat, Bird Egg",Wildberry
Wildberry Crepe,Other Recipes,Cooked,10,None,None,None,"Sweet, tart wildberries are folded into thin, springy dough to make this dessert.","Wildberry, Fresh Milk, Cane Sugar, Tabantha Wheat, Bird Egg", Fresh Milk
Wildberry Crepe,Other Recipes,Cooked,10,None,None,None,"Sweet, tart wildberries are folded into thin, springy dough to make this dessert.","Wildberry, Fresh Milk, Cane Sugar, Tabantha Wheat, Bird Egg", Cane Sugar
Wildberry Crepe,Other Recipes,Cooked,10,None,None,None,"Sweet, tart wildberries are folded into thin, springy dough to make this dessert.","Wildberry, Fresh Milk, Cane Sugar, Tabantha Wheat, Bird Egg", Tabantha Wheat
Wildberry Crepe,Other Recipes,Cooked,10,None,None,None,"Sweet, tart wildberries are folded into thin, springy dough to make this dessert.","Wildberry, Fresh Milk, Cane Sugar, Tabantha Wheat, Bird Egg", Bird Egg
